0.01201391,2.900757,7.619126,-0.6900176
0.05969954,2.89959,7.595914,-0.6793978
0.09904814,2.889448,7.58072,-0.6688583
0.08833647,2.870761,7.578796,-0.636842
0.02013111,2.859367,7.579121,-0.6187021
0.03951883,2.835671,7.593083,-0.5891822
0.02011728,2.82171,7.609182,-0.5748904
0.03972912,2.803088,7.630135,-0.568011
0.0197525,2.788511,7.650615,-0.5638255
0.02014637,2.774753,7.675138,-0.556567
0.01965427,2.762563,7.707638,-0.5373906
0.0199542,2.753489,7.740209,-0.5221466
0.01985025,2.745869,7.767421,-0.5099946
0.01989412,2.74245,7.786907,-0.5004928
0.0199008,2.741476,7.812297,-0.4951195
0.004593372,2.744567,7.842189,-0.4920233
0.02439928,2.754919,7.881244,-0.4863231
0.03980494,2.763392,7.903714,-0.4874514
0.01989889,2.770024,7.92457,-0.4908415
0.03980064,2.791563,7.947925,-0.50296
0.04417896,2.805897,7.941503,-0.5154871
0.04554176,2.829247,7.900853,-0.5279154
0.004414558,2.837998,7.866462,-0.5264326
0.02431297,2.843309,7.840463,-0.521939
0.02399111,2.850591,7.803038,-0.5173568
0.02472448,2.853135,7.779151,-0.5148308
0.03980446,2.855752,7.745863,-0.5169334
0.02879572,2.861388,7.720411,-0.5161324
0.08432913,2.894006,7.728251,-0.5110226
0.02113676,2.920065,7.746662,-0.5102141
0.004621506,2.949296,7.768291,-0.5124637
0.02435064,2.987883,7.796165,-0.5166258
0.03980303,3.014241,7.81431,-0.5187503
0.005831242,3.03908,7.802591,-0.5127907
0.02448511,3.064747,7.820931,-0.5207225
0.05970335,3.090732,7.84145,-0.5256428
0.02425718,3.105891,7.856303,-0.5299773
0.08888054,3.118196,7.873175,-0.5340945
0.004901409,3.116479,7.851051,-0.5276731
