1.258159,-0.02645975,0.5034484,-0.009868996
0.02249432,-0.05716911,0.5117984,-0.03599391
0.01990318,-0.1297579,0.525956,-0.061173
0.01994991,-0.198109,0.5496966,-0.108699
0.01985025,-0.3143159,0.643415,-0.1997356
0.01990032,-0.4569877,0.6795182,-0.2965627
0.01989889,-0.5654104,0.7144728,-0.3851027
0.01989841,-0.6386522,0.7206094,-0.4336387
0.01990175,-0.7387581,0.7437388,-0.5253842
0.01989937,-0.8590926,0.6973279,-0.6671826
0.0199008,-0.9423311,0.6958892,-0.7027518
0.01989841,-1.008592,0.6911415,-0.7937149
0.02020645,-1.074174,0.7527359,-0.8587354
0.0197258,-1.112376,0.7998757,-0.9315202
0.02449417,-1.390447,0.8562834,-1.184756
0.01990271,-1.456711,0.8567872,-1.239187
0.01990032,-1.485637,0.8573639,-1.257017
0.03981018,-1.577507,0.8789208,-1.311691
0.02001905,-1.625383,0.8833756,-1.348157
0.01977539,-1.665727,0.8806505,-1.380588
0.01989603,-1.721688,0.8864695,-1.420616
0.01989985,-1.762032,0.8758963,-1.453046
0.01999187,-1.819723,0.8785245,-1.493919
0.01980829,-1.860067,0.8601032,-1.52635
0.01989985,-1.920547,0.8589683,-1.568444
0.01989937,-1.960526,0.8513446,-1.598638
0.01989985,-2.016754,0.8514656,-1.635012
0.01990032,-2.069643,0.8565398,-1.671092
0.01989985,-2.119174,0.862197,-1.706013
0.01990128,-2.176419,0.8699471,-1.745125
0.01991558,-2.236777,0.8764737,-1.786084
0.02010918,-2.280205,0.8721879,-1.819416
0.02030897,-2.320004,0.8633569,-1.857507
0.0192647,-2.43063,0.8759993,-1.921835
0.01990032,-2.55881,0.9059709,-2.006196
0.0199008,-2.659686,0.923636,-2.074727
0.01989985,-2.749149,0.9315565,-2.137258
0.01990175,-2.823934,0.9281666,-2.190759
0.02039194,-2.876034,0.8296863,-2.272804
0.01940536,-2.903704,0.830343,-2.3056
0.01990747,-2.944897,0.8420869,-2.345213
0.01989317,-2.986464,0.8450064,-2.380642
0.01989889,-3.04088,0.8531202,-2.428974
0.0199008,-3.104186,0.8526397,-2.483817
0.01992512,-3.164802,0.8475761,-2.520313
0.01987457,-3.212417,0.8356473,-2.547419
0.01992893,-3.311891,0.8263797,-2.5682
0.02006292,-3.347223,0.8010275,-2.576465
0.01970959,-3.381657,0.7799721,-2.582126
0.01990175,-3.420155,0.7666577,-2.592028
0.01989794,-3.457116,0.751956,-2.593937
0.02010059,-3.494192,0.7341072,-2.595815
0.01970673,-3.531627,0.7137002,-2.597641
0.01989222,-3.569409,0.6907101,-2.599389
0.01989985,-3.607239,0.6648721,-2.600913
0.02026272,-3.640891,0.6509624,-2.597477
0.0195384,-3.674084,0.6404417,-2.589724
0.01989889,-3.707285,0.6295079,-2.579674
0.01989985,-3.740439,0.6159756,-2.568817
0.01989985,-3.773512,0.5993835,-2.55748
0.01989937,-3.806482,0.5796964,-2.545713
0.01990461,-3.839314,0.5568337,-2.533602
0.01990366,-3.870556,0.5393068,-2.516547
0.02456856,-3.883325,0.5434905,-2.493325
0.01990461,-3.892151,0.5481791,-2.470322
0.01989937,-3.901612,0.5479067,-2.447428
0.03979826,-3.912922,0.5678359,-2.425866
0.04003429,-3.922351,0.5819312,-2.412664
0.1393113,-3.942877,0.5779809,-2.419801
0.0799489,-3.930229,0.5579113,-2.437388
0.03920746,-3.912088,0.5416431,-2.446194
0.03980064,-3.88992,0.5195695,-2.458144
0.0398097,-3.870447,0.5027018,-2.468894
